MARCA,MODEL,VALOARE_DAUNA,PRET_MANOPERA,PROCENT_MANOPERA
FORD,FOCUS,401.84,222.01,55.248357555245875
BMW,325,430.05,280.76,65.28543192652016
BMW,325,533.41,301.77,56.573742524512106
FORD,FOCUS,381.21,179.64,47.123632643424884
FORD,FOCUS,436.08,221.09,50.699412951751974
AUDI,A6,406.08,157.65,38.82239952718676
AUDI,A6,345.02,176.7,51.214422352327404
FORD,WINDSTAR,483.02,307.12,63.58328847666763
AUDI,A6,253.99,138.33,54.46277412496555
AUDI,A6,359.57,242.14,67.34154684762355
FORD,EXPLORER,434.12,254.03,58.51607850363955
AUDI,A8,377.66,191.94,50.823492029868135
AUDI,A8,390.07,201.96,51.775322378034716
AUDI,A8,257.66,129.72,50.34541644027012
AUDI,A8,351.68,241.77,68.74715650591446
AUDI,A4,432.94,331.79,76.63648542523214
AUDI,A4,311.74,204.43,65.57708346699172
AUDI,A4,408.77,279.17,68.29512929030996
AUDI,A4,514.86,285.13,55.380103329060326
FORD,EXPLORER,310.34,215.31,69.37874589160276
FORD,EXPLORER,431.43,342.46,79.37788285469253
FORD,MUSTANG,444.95,196.04,44.05888302056411
FORD,MUSTANG,441.84,242.85,54.96333514394352
FORD,EXPLORER,348.35,207.98,59.70432036744653
FORD,EXPLORER,368.38,176.75,47.980346381453934
BMW,325,360.85,124.08,34.38547873077456
BMW,325,395.4,250.22,63.28275164390491
AUDI,A8,435.44,305.55,70.17040235164431
AUDI,A8,275.1,144.59,52.55906942929843
AUDI,A8,270.01,121.67,45.06129402614718
AUDI,A4,494.61,295.25,59.69349588564727
FORD,TAURUS,478.1,257.18,53.79209370424597
FORD,TAURUS,409.47,200.29,48.914450387085736
AUDI,A6,431.7,281.81,65.27912902478573
AUDI,A8,325.79,180.84,55.50814942140643
AUDI,A8,489.39,242.72,49.596436379983246
FORD,EXPLORER,319.11,177.35,55.57644699319984
FORD,EXPLORER,402.56,299.78,74.46840222575516
AUDI,A8,409.57,226.97,55.41665649339551
AUDI,A8,355.96,208.13,58.47005281492302
FORD,MUSTANG,420.33,174.33,41.474555706230824
FORD,MUSTANG,358.63,184.14,51.3453977637119
BMW,325,507.74,318.25,62.679717965888045
BMW,325,451.69,301.15,66.67183245146006
FORD,MUSTANG,382.87,254.55,66.48470760310289
FORD,MUSTANG,338.41,161.13,47.61384119854613
FORD,FOCUS,417.09,303.26,72.70852813541441
BMW,325,333.32,192.1,57.63230529221168
FORD,MUSTANG,478.89,345.94,72.23788343878552
FORD,EXPLORER,506.74,334.34,65.97860835931641
FORD,EXPLORER,235.05,134.02,57.017655817911084
FORD,EXPLORER,511.2,330.86,64.72222222222223
FORD,EXPLORER,350.97,170.14,48.47707781291847
FORD,EXPLORER,226.42,133.82,59.102552778023146
FORD,EXPLORER,357.77,137.36,38.39338122257317
AUDI,A6,354.67,240.45,67.79541545662164
AUDI,A6,423.96,215.38,50.80196244928767
FORD,TAURUS,475.93,252.31,53.01409871199546
AUDI,A4,217.66,128.61,59.08756776624094
BMW,325,362.0,241.89,66.82044198895028
BMW,325,435.6,186.58,42.83287419651056
FORD,ESCAPE,419.51,169.86,40.490095587709476
FORD,ESCAPE,324.6,212.92,65.59457794208255
FORD,TAURUS,392.66,153.34,39.05159680130392
FORD,TAURUS,315.17,183.83,58.32725195926008
BMW,325,333.76,234.24,70.18216682646214
BMW,325,537.71,310.52,57.748600546763114
FORD,FOCUS,476.99,199.22,41.76607476047715
AUDI,A4,350.61,178.22,50.831408117281306
AUDI,A4,314.79,148.34,47.12347914482671
FORD,MUSTANG,498.69,282.94,56.73665002306042
FORD,MUSTANG,499.64,249.86,50.008005764150184
FORD,ESCAPE,507.99,310.43,61.10947065887123
FORD,EXPLORER,375.78,253.34,67.41710575336633
FORD,EXPLORER,519.25,344.94,66.43042850264806
FORD,MUSTANG,369.28,215.18,58.27014731369151
FORD,MUSTANG,523.04,337.13,64.45587335576629
AUDI,A4,235.3,122.95,52.25244368890778
AUDI,A4,547.29,314.51,57.4667909152369
FORD,WINDSTAR,516.0,284.05,55.048449612403104
FORD,WINDSTAR,363.51,209.33,57.58576105196557
AUDI,A8,381.76,139.61,36.570096395641244
FORD,ESCAPE,241.57,148.38,61.423189965641434
FORD,ESCAPE,558.98,318.62,57.00025045618805
FORD,MUSTANG,295.02,160.34,54.348857704562406
FORD,MUSTANG,413.04,310.2,75.10168506682162
FORD,MUSTANG,423.33,317.88,75.0903550421657
FORD,MUSTANG,396.53,270.61,68.24452122159737
FORD,MUSTANG,376.41,184.9,49.12196806673574
FORD,MUSTANG,560.45,323.91,57.79462931572843
AUDI,A8,573.06,339.39,59.2241650088996
FORD,EXPLORER,442.72,316.97,71.59604264546441
FORD,EXPLORER,550.52,345.97,62.8442200101722
FORD,EXPLORER,466.47,348.39,74.68647501447037
AUDI,A8,414.03,241.74,58.38707340047823
AUDI,A8,418.21,188.45,45.06109370890223
AUDI,A8,492.68,304.15,61.7337825769262
FORD,EXPLORER,315.0,224.42,71.24444444444444
AUDI,A4,484.42,240.82,49.71305891581685
AUDI,A4,321.7,121.37,37.727696611750076
FORD,EXPLORER,457.96,321.14,70.1240282994148
FORD,EXPLORER,344.4,242.29,70.3513356562137
FORD,MUSTANG,322.04,229.45,71.24891317848714
FORD,MUSTANG,557.54,348.13,62.440363023280845
AUDI,A8,327.81,207.43,63.277508312742135
AUDI,A8,330.98,129.93,39.25614840775878
FORD,TAURUS,326.02,129.64,39.76443162996135
FORD,EXPLORER,417.81,249.27,59.661089969124724
FORD,EXPLORER,490.88,310.85,63.32504889178618
BMW,325,409.05,270.91,66.22906735117957
BMW,325,354.92,198.6,55.956271835906676
AUDI,A6,310.82,154.89,49.832700598417084
AUDI,A4,344.89,199.55,57.8590275160196
BMW,325,475.54,317.48,66.76199688774867
BMW,325,310.7,219.23,70.56002574831027
BMW,325,452.62,266.9,58.96778754805355
FORD,EXPLORER,304.97,144.39,47.34564055480866
FORD,EXPLORER,585.39,343.04,58.60024940637866
FORD,MUSTANG,475.44,297.91,62.65985192663639
FORD,MUSTANG,301.06,158.29,52.57755929050687
AUDI,A8,556.31,339.77,61.075659254732074
AUDI,A8,371.8,153.76,41.35556750941366
AUDI,A4,376.59,130.96,34.775219734990316
FORD,WINDSTAR,467.64,235.83,50.4298178085707
FORD,WINDSTAR,391.71,233.84,59.69722498787369
FORD,WINDSTAR,407.04,156.58,38.467963836477985
AUDI,A6,412.4,179.73,43.58147429679922
AUDI,A6,424.25,330.56,77.91632292280495
FORD,MUSTANG,493.3,291.99,59.191161564970606
FORD,TAURUS,448.94,256.66,57.170223192408784
FORD,TAURUS,522.36,345.95,66.2282716900222
BMW,325,365.62,161.03,44.04299545976697
BMW,325,243.5,131.24,53.89733059548255
FORD,MUSTANG,470.26,251.0,53.37472887338919
FORD,MUSTANG,457.33,299.22,65.42759058010628
AUDI,A6,430.91,233.19,54.11570861664848
AUDI,A4,408.0,218.97,53.669117647058826
FORD,TAURUS,444.57,327.23,73.60595631734036
FORD,TAURUS,473.42,282.9,59.75666427273879
BMW,325,287.94,173.05,60.099326248524
BMW,325,290.16,121.96,42.031982354563
BMW,325,519.48,282.23,54.32932932932933
FORD,ESCAPE,427.97,310.24,72.49106245764891
FORD,ESCAPE,338.65,135.43,39.99114129632364
AUDI,A6,327.76,229.61,70.05430803026606
AUDI,A6,499.35,255.18,51.102433163112046
FORD,MUSTANG,508.83,349.63,68.71253660358076
FORD,MUSTANG,223.36,130.35,58.35870343839541
FORD,EXPLORER,348.21,164.52,47.247350736624455
FORD,ESCAPE,390.01,159.17,40.81177405707545
FORD,ESCAPE,435.99,303.77,69.67361636734786
AUDI,A4,299.67,164.36,54.84699836486803
FORD,FOCUS,291.55,199.1,68.290173212142
FORD,FOCUS,326.48,157.63,48.28167115902964
FORD,EXPLORER,583.29,348.29,59.71129283889661
FORD,MUSTANG,526.34,297.8,56.57939734772201
FORD,MUSTANG,487.71,315.23,64.63472145332267
AUDI,A6,476.16,299.36,62.869623655913976
AUDI,A6,553.88,326.63,58.97125731205315
FORD,TAURUS,259.75,159.66,61.466794995187676
FORD,FOCUS,411.96,199.94,48.53383823672202
FORD,MUSTANG,428.26,185.32,43.27277821883902
FORD,MUSTANG,344.51,241.85,70.20115526399813
BMW,325,493.34,292.8,59.35054931690112
BMW,325,375.63,236.22,62.88635093043686
FORD,TAURUS,466.74,243.67,52.206796074902506
FORD,TAURUS,379.45,227.21,59.87877190670709
AUDI,A4,424.39,238.64,56.231296684653266
AUDI,A4,411.55,269.1,65.38695176770744
AUDI,A6,369.19,246.47,66.75966304612801
AUDI,A6,275.15,173.2,62.94748319098673
AUDI,A8,469.15,291.48,62.129382926569335
AUDI,A8,345.18,252.42,73.12706414044847
FORD,ESCAPE,380.89,189.48,49.746646013284675
AUDI,A6,295.63,179.56,60.73808476812231
AUDI,A6,561.62,337.24,60.0477190983227
FORD,MUSTANG,454.07,329.46,72.55709472107824
FORD,MUSTANG,281.04,150.8,53.65784230002847
AUDI,A4,397.9,227.83,57.25810505152049
AUDI,A4,501.03,322.14,64.29555116460092
AUDI,A4,556.66,320.66,57.604282686020206
AUDI,A4,279.72,181.66,64.94351494351494
AUDI,A8,484.24,266.03,54.93763423095985
AUDI,A8,571.8,333.75,58.36831059811123
FORD,MUSTANG,441.52,313.66,71.04094944736367
FORD,MUSTANG,431.6,274.11,63.51019462465246
AUDI,A8,557.33,349.61,62.72944216173541
BMW,325,483.16,233.89,48.40839473466346
BMW,325,515.5,310.69,60.26964112512124
FORD,EXPLORER,486.63,272.54,56.00558946221976
AUDI,A8,243.11,136.17,56.01168195467072
AUDI,A8,477.85,297.33,62.22245474521293
FORD,FOCUS,373.47,216.99,58.101052293356894
FORD,EXPLORER,423.28,333.26,78.73275373275374
BMW,325,329.47,174.29,52.900112301575255
FORD,WINDSTAR,468.94,267.32,57.00516057491364
BMW,325,304.22,151.29,49.73045822102426
BMW,325,446.06,197.17,44.20257364480115
AUDI,A8,420.55,192.71,45.823326596124126
FORD,MUSTANG,364.67,221.71,60.79743329585653
FORD,MUSTANG,527.23,339.88,64.46522390607514
FORD,FOCUS,391.77,223.97,57.16874696888481
FORD,FOCUS,312.52,223.98,71.66901318315628
AUDI,A8,422.59,259.69,61.45199839087532
AUDI,A8,508.18,345.19,67.92671887913731
FORD,MUSTANG,300.74,168.61,56.06503956906298
AUDI,A4,276.28,185.04,66.9755320689156
FORD,EXPLORER,420.91,268.1,63.69532679195078
FORD,EXPLORER,425.37,274.29,64.48268566189435
AUDI,A4,384.2,197.38,51.37428422696513
AUDI,A4,483.19,272.35,56.364990997330246
AUDI,A6,476.54,309.29,64.90326100642129
AUDI,A6,369.83,255.33,69.03982911067249
BMW,325,383.83,282.11,73.4986843133679
BMW,325,448.79,212.22,47.287149891931634
FORD,EXPLORER,361.36,227.66,63.000885543502314
FORD,EXPLORER,316.65,208.56,65.86451918522029
FORD,MUSTANG,569.0,327.3,57.5219683655536
AUDI,A4,422.72,307.72,72.79523088569266
AUDI,A4,268.31,135.02,50.32238828221088
FORD,MUSTANG,411.36,299.21,72.73677557370672
FORD,MUSTANG,386.11,246.05,63.725363238455365
AUDI,A4,254.96,128.32,50.32946344524631
AUDI,A4,572.53,347.96,60.77585454037343
AUDI,A6,406.64,163.92,40.31084005508558
FORD,MUSTANG,502.83,276.1,54.909213849611206
FORD,MUSTANG,476.63,292.91,61.45437760946647
FORD,TAURUS,274.86,146.05,53.136142035945575
FORD,FOCUS,398.59,231.27,58.0220276474573
FORD,FOCUS,553.57,312.12,56.383113246743854
FORD,MUSTANG,428.69,192.38,44.876250903916585
FORD,MUSTANG,386.26,252.36,65.33423082897531
FORD,WINDSTAR,475.98,285.97,60.08025547291903
FORD,WINDSTAR,390.16,260.0,66.6393274554029
FORD,MUSTANG,414.98,292.4,70.4612270470866
FORD,MUSTANG,438.85,255.76,58.279594394440004
AUDI,A6,518.49,312.01,60.176666859534414
AUDI,A6,444.08,291.37,65.61205188254368
FORD,ESCAPE,328.49,164.08,49.949770160431065
FORD,EXPLORER,468.52,338.15,72.17408008196021
FORD,EXPLORER,521.42,349.43,67.01507422039815
AUDI,A8,432.52,235.96,54.55470267270878
AUDI,A8,488.82,261.33,53.461396833190136
FORD,MUSTANG,289.26,183.09,63.29599668118648
FORD,FOCUS,355.9,157.02,44.11913458836752
FORD,FOCUS,524.0,326.75,62.35687022900763
AUDI,A4,397.08,174.03,43.82744031429435
AUDI,A4,469.85,247.21,52.614664254549325
AUDI,A8,459.65,332.14,72.25932774937452
AUDI,A8,334.32,229.41,68.61988513998566
AUDI,A8,473.12,221.26,46.766148123097736
AUDI,A8,437.34,253.8,58.03265194128139
AUDI,A8,299.54,204.28,68.19790345195966
AUDI,A8,560.58,315.35,56.25423668343501
AUDI,A4,416.59,323.84,77.73590340622675
AUDI,A6,487.66,301.46,61.817659844973946
FORD,EXPLORER,417.05,258.22,61.9158374295648
FORD,EXPLORER,304.14,197.99,65.09830998882094
FORD,MUSTANG,301.06,133.06,44.197169999335685
FORD,MUSTANG,276.28,146.89,53.16707687852903
FORD,EXPLORER,413.03,205.63,49.78572985013196
FORD,EXPLORER,357.25,183.32,51.31420573827852
BMW,325,421.64,228.99,54.309363438003984
BMW,325,397.26,184.79,46.51613552836933
FORD,WINDSTAR,441.98,293.48,66.40119462419113
FORD,WINDSTAR,336.51,223.29,66.35464027814923
AUDI,A6,438.2,210.5,48.03742583295299
AUDI,A6,269.31,147.42,54.739890832126534
AUDI,A8,452.11,268.31,59.346176815376786
AUDI,A8,356.44,126.82,35.57962069352485
BMW,325,422.68,223.89,52.969149238194376
FORD,MUSTANG,332.45,212.15,63.814107384569105
FORD,MUSTANG,410.95,248.51,60.4720768949994
FORD,MUSTANG,430.5,313.18,72.7479674796748
AUDI,A4,374.98,181.55,48.41591551549416
AUDI,A8,273.56,141.54,51.740020470829066
AUDI,A8,520.9,326.18,62.618544826262244
FORD,MUSTANG,287.7,194.75,67.69204031977755
FORD,MUSTANG,551.84,306.5,55.541461293128435
BMW,325,313.44,219.51,70.03254211332313
BMW,325,354.63,192.64,54.321405408453884
BMW,325,344.62,183.29,53.186118043061924
BMW,325,552.53,343.41,62.15228132409101
FORD,MUSTANG,451.25,243.23,53.901385041551244
FORD,MUSTANG,367.81,162.79,44.25926429406487
AUDI,A6,336.44,121.41,36.08667221495661
AUDI,A6,360.17,132.17,36.6965599577977
FORD,MUSTANG,328.75,189.35,57.59695817490494
AUDI,A6,466.75,305.87,65.53186930905196
BMW,325,439.83,260.46,59.218334356455905
FORD,MUSTANG,443.99,319.21,71.89576341809499
FORD,MUSTANG,449.45,288.84,64.26521303815774
FORD,MUSTANG,501.42,316.41,63.102788081847564
FORD,MUSTANG,252.39,137.91,54.641626054915015
BMW,325,530.25,332.56,62.71758604431872
BMW,325,375.7,280.98,74.78839499600745
FORD,FOCUS,469.03,247.25,52.71517813359486
FORD,FOCUS,496.68,269.38,54.23612788918418
FORD,ESCAPE,419.62,292.46,69.69639197369048
BMW,325,449.24,306.64,68.25750155818716
BMW,325,491.31,285.4,58.08959719932425
AUDI,A4,425.21,233.02,54.80115707532749
AUDI,A4,451.61,256.19,56.72815039525254
AUDI,A6,430.08,292.64,68.04315476190476
AUDI,A4,452.4,331.06,73.1786030061892
AUDI,A4,339.24,248.11,73.13701214479424
FORD,MUSTANG,497.35,318.88,64.11581381321001
AUDI,A8,424.79,177.16,41.705313213587885
AUDI,A8,344.59,208.9,60.622769087901574
FORD,MUSTANG,391.03,188.81,48.28529780323761
AUDI,A6,344.84,194.69,56.45806750956965
AUDI,A6,344.84,250.86,72.74678111587983
FORD,TAURUS,475.11,276.91,58.28334490959989
FORD,TAURUS,290.71,159.57,54.8897526744866
AUDI,A6,456.56,248.1,54.34115997897319
FORD,EXPLORER,500.84,257.49,51.41162846418018
FORD,EXPLORER,461.59,306.99,66.50707337680626
AUDI,A4,408.94,230.18,56.2869858658972
AUDI,A4,570.94,347.53,60.86979367359091
AUDI,A8,329.9,231.86,70.2819036071537
AUDI,A8,451.33,307.49,68.12974985044204
FORD,EXPLORER,427.61,176.7,41.32270059166062
FORD,EXPLORER,373.23,257.7,69.04589663210352
BMW,325,459.14,319.45,69.57572853595852
BMW,325,498.53,301.06,60.389545263073444
FORD,TAURUS,573.5,340.59,59.387968613775065
FORD,TAURUS,452.09,235.3,52.04715875157602
AUDI,A8,268.62,173.22,64.48514630332812
AUDI,A8,301.56,126.45,41.93195384003183
AUDI,A8,515.57,289.26,56.10489361289446
AUDI,A6,388.43,237.2,61.06634400020595
AUDI,A6,561.1,337.94,60.228123329174835
AUDI,A4,329.55,240.96,73.11788802913063
FORD,MUSTANG,381.53,279.17,73.1711791995387
FORD,MUSTANG,357.9,183.1,51.15954177144454
FORD,TAURUS,254.54,148.67,58.40732301406458
FORD,TAURUS,369.06,142.81,38.69560505066927
FORD,FOCUS,501.87,316.69,63.10199852551458
AUDI,A8,463.92,280.23,60.4048111743404
AUDI,A8,292.46,173.39,59.2867400670177
AUDI,A6,449.99,228.32,50.73890530900687
AUDI,A6,389.42,156.5,40.18797185558009
BMW,325,393.57,280.08,71.16396066773382
BMW,325,230.54,126.34,54.801769757959576
FORD,EXPLORER,437.03,231.09,52.8773768391186
FORD,EXPLORER,520.92,274.29,52.65491822160793
FORD,MUSTANG,387.85,217.57,56.0964290318422
FORD,MUSTANG,329.95,214.14,64.90074253674798
