MARCA,MODEL,VALOARE_DAUNA,PRET_MANOPERA,PROCENT_MANOPERA
FORD,MUSTANG,232.81,110.86,47.61822945749753
FORD,EXPLORER,714.87,424.82,59.42618937708954
AUDI,A6,215.51,114.18,52.981300171685774
BMW,325,303.11,194.59,64.19781597439874
FORD,TAURUS,238.77,132.9,55.660258826485745
FORD,TAURUS,375.11,230.53,61.456639385780164
FORD,MUSTANG,202.45,111.58,55.114843171153375
FORD,TAURUS,271.78,195.1,71.7860033850909
BMW,325,262.27,111.64,42.56682045220575
FORD,FOCUS,343.19,202.33,58.95568052682189
AUDI,A6,337.97,185.44,54.868775335088905
FORD,EXPLORER,445.81,117.97,26.461945671923015
FORD,EXPEDITION,921.11,362.34,39.3373212754177
AUDI,A4,359.03,221.8,61.77756733420606
FORD,FOCUS,336.67,207.18,61.53800457421214
AUDI,A8,264.74,90.29,34.105159779406215
FORD,EXPLORER,312.92,227.26,72.62559120541991
FORD,FOCUS,223.04,125.7,56.357604017216644
FORD,EXPEDITION,415.57,109.08,26.248285487402846
FORD,FOCUS,376.92,68.75,18.239944815876047
FORD,MUSTANG,256.88,164.54,64.05325443786982
FORD,TAURUS,294.62,140.22,47.59351028443419
FORD,TAURUS,308.22,214.97,69.74563623385892
FORD,TAURUS,241.77,165.14,68.30458700417752
FORD,MUSTANG,333.57,227.65,68.24654495308332
FORD,TAURUS,226.63,85.39,37.67815381900013
BMW,325,212.94,100.81,47.34197426505119
AUDI,A8,312.55,119.88,38.35546312589985
AUDI,A6,246.98,128.61,52.07304235160743
AUDI,A6,273.95,89.07,32.513232341668186
FORD,EXPLORER,221.89,95.18,42.89512821668395
FORD,MUSTANG,406.57,211.65,52.05745628059128
FORD,F250 SUPER DUTY,423.0,95.16,22.496453900709216
AUDI,A8,297.06,199.17,67.04706119975762
FORD,ESCAPE,271.47,196.17,72.2621284119792
FORD,WINDSTAR,294.36,203.93,69.27911401005571
FORD,FOCUS,249.05,178.74,71.76872114033327
FORD,ESCAPE,347.61,233.57,67.1931187250079
AUDI,A8,254.57,171.78,67.47849314530386
FORD,ESCAPE,216.43,116.53,53.84188883241695
BMW,325,204.54,114.26,55.861934096020335
FORD,FOCUS,273.36,155.21,56.77860696517413
AUDI,A8,253.85,106.43,41.92633444947804
FORD,MUSTANG,327.09,152.55,46.63853985141705
FORD,MUSTANG,192.19,85.96,44.72657266246943
FORD,MUSTANG,409.01,234.06,57.22598469475074
AUDI,A4,327.44,159.65,48.757024187637434
FORD,WINDSTAR,381.71,191.19,50.0877629614105
AUDI,A8,358.9,165.76,46.18556701030928
FORD,ESCAPE,388.55,224.39,57.75061124694376
FORD,RANGER,535.46,90.11,16.828521271430173
FORD,TAURUS,536.75,166.63,31.04424778761062
FORD,NAVIGATOR,593.85,266.01,44.79413993432685
FORD,TAURUS,441.03,113.19,25.664920753690225
FORD,F-150,670.57,136.77,20.396080946060813
FORD,FOCUS,287.03,91.98,32.0454307912065
AUDI,A8,212.69,118.52,55.72429357280549
FORD,WINDSTAR,284.27,144.38,50.78974214655082
FORD,EXPLORER,320.27,151.53,47.313204483716866
FORD,F150,537.0,228.82,42.61080074487896
FORD,TAURUS,201.11,99.0,49.22679130823927
FORD,FOCUS,307.82,125.26,40.692612565785204
FORD,FOCUS,322.8,237.96,73.71747211895911
FORD,TAURUS,296.92,159.56,53.73838070860838
FORD,TAURUS,397.59,233.83,58.811841344098205
AUDI,A4,372.6,238.98,64.13848631239935
FORD,WINDSTAR,345.23,162.52,47.07586246849927
BMW,325,198.97,97.89,49.198371613811126
FORD,TAURUS,255.61,152.36,59.606431673252224
FORD,TAURUS,347.11,243.43,70.13050617959723
BMW,745I,835.07,389.72,46.66914150909505
FORD,MUSTANG,368.89,232.87,63.12721949632682
FORD,EXPLORER,296.5,117.92,39.77065767284992
FORD,WINDSTAR,540.28,339.96,62.922928851706516
FORD,ESCAPE,877.06,377.28,43.01644129249994
AUDI,A6,741.36,441.77,59.58913348440703
AUDI,A4,722.13,528.55,73.19319236148615
AUDI,A8,878.57,352.35,40.10494326007034
AUDI,A8,901.94,401.21,44.48300330398917
FORD,MUSTANG,271.23,105.0,38.71253179957969
FORD,TAURUS,263.71,150.45,57.05130635925828
FORD,TAURUS,346.5,241.89,69.80952380952381
FORD,WINDSTAR,232.8,123.6,53.09278350515464
FORD,MOTOR HOME,620.96,314.47,50.64255346560165
FORD,F250 SUPER DUTY,368.21,51.89,14.092501561608866
FORD,EXPEDITION,635.53,329.05,51.775683287964384
BMW,325,830.49,578.45,69.65165143469518
AUDI,A6,741.87,436.82,58.8809360130481
AUDI,A4,534.69,298.85,55.8921992182386
FORD,FOCUS,707.42,249.13,35.216702948743325
FORD,ECONOLINE,629.22,243.07,38.63036775690537
FORD,TAURUS,209.63,110.08,52.511568000763255
BMW,325,359.83,192.94,53.619764888975354
FORD,FOCUS,383.04,245.0,63.961988304093566
FORD,MUSTANG,389.26,204.23,52.466217952011505
AUDI,A4,395.93,226.68,57.2525446417296
FORD,WINDSTAR,323.05,160.03,49.537223340040235
FORD,FOCUS,283.99,130.53,45.96288601711328
FORD,FOCUS,285.74,204.82,71.68054875061245
AUDI,A4,393.86,218.29,55.423246838978315
FORD,EXPEDITION,420.64,92.81,22.06399771776341
BMW,745LI,446.59,98.38,22.029154257820373
FORD,WINDSTAR,337.64,29.46,8.725269517829641
FORD,EXPEDITION,420.58,92.74,22.05050168814494
FORD,EXPLORER SPORT,562.77,234.94,41.747072516303284
FORD,TAURUS,302.79,202.05,66.7294164272268
AUDI,A8,205.64,107.7,52.37307916747716
FORD,ESCAPE,258.31,91.4,35.38384112113352
BMW,325,357.15,161.98,45.3534929301414
FORD,WINDSTAR,364.83,232.86,63.82698791217828
AUDI,A6,230.02,133.8,58.168854882184164
FORD,TAURUS,224.24,130.84,58.34819835890117
AUDI,A8,187.22,105.87,56.54844567888047
AUDI,A4,385.47,211.9,54.97185254364801
FORD,EXPLORER,652.22,88.96,13.639569470424087
FORD,EXPLORER,485.99,158.15,32.541821848186174
BMW,745LI,414.9,128.56,30.98577970595324
FORD,MUSTANG,282.53,143.19,50.68134357413372
FORD,ESCAPE,265.57,190.82,71.85299544376247
FORD,FOCUS,241.93,130.04,53.751085024593884
FORD,MUSTANG,285.08,202.41,71.0011224919321
FORD,ESCAPE,418.49,225.85,53.96783674639776
FORD,F-150,520.29,74.94,14.403505737185032
AUDI,A6,700.74,359.79,51.3442931757856
FORD,TAURUS,442.43,135.94,30.7257645277219
FORD,TAURUS,384.4,227.44,59.16753381893861
FORD,FOCUS,370.98,206.76,55.73346272036228
FORD,FOCUS,286.59,154.33,53.8504483757284
AUDI,A4,176.92,86.41,48.84128419624689
FORD,MUSTANG,252.8,180.05,71.22231012658227
FORD,FOCUS,342.43,234.59,68.50743217591916
FORD,FOCUS,301.76,210.66,69.81044538706257
FORD,TAURUS,343.75,148.97,43.33672727272727
FORD,FOCUS,272.71,201.29,73.8110080305086
FORD,FOCUS,310.99,173.19,55.689893565709504
AUDI,A4,327.36,224.41,68.55144183773216
FORD,FOCUS,330.02,141.67,42.92770135143324
FORD,FOCUS,300.94,216.59,71.97115704127069
FORD,ESCAPE,373.01,196.73,52.74121337229565
FORD,WINDSTAR,243.79,162.24,66.54907912547685
FORD,WINDSTAR,394.54,208.74,52.90718304861357
FORD,TAURUS,240.11,167.72,69.85131814584982
AUDI,A4,496.06,309.19,62.329153731403466
FORD,WINDSTAR,280.0,159.28,56.885714285714286
FORD,FOCUS,269.31,127.06,47.17982993576177
FORD,FOCUS,301.11,133.08,44.19647304971605
FORD,FOCUS,326.88,212.67,65.06057268722468
AUDI,A6,227.96,101.06,44.332339006843306
AUDI,A6,300.95,228.34,75.87306861604918
FORD,ECONOLINE,428.0,89.83,20.988317757009344
FORD,ESCAPE,293.2,205.52,70.09549795361528
FORD,ESCAPE,277.97,159.06,57.22200237435694
FORD,FOCUS,283.95,152.43,53.68198626518754
FORD,FOCUS,334.29,185.89,55.60740674264859
FORD,FOCUS,307.5,166.9,54.27642276422764
FORD,FOCUS,293.27,194.4,66.28703924711019
AUDI,A6,536.81,313.75,58.44712281812933
AUDI,A6,327.95,165.63,50.504650099100466
FORD,FOCUS,338.03,166.42,49.232316658284766
FORD,FOCUS,232.69,126.34,54.29541449997851
FORD,FOCUS,244.34,111.62,45.68224605058525
FORD,TAURUS,348.73,158.71,45.51085366902761
BMW,325,346.61,232.05,66.9484434955714
BMW,325,345.07,204.48,59.25754194801055
AUDI,A6,213.67,112.26,52.538961950671606
FORD,ESCAPE,249.81,54.75,21.916656659060887
FORD,EXPEDITION,355.61,77.93,21.91445684879503
FORD,TAURUS,240.12,146.2,60.88622355488922
FORD,EXPLORER,242.33,97.77,40.34580943341724
FORD,ESCAPE,280.61,86.73,30.907665443141724
FORD,EXPLORER,245.01,110.11,44.94102281539529
BMW,325,331.93,217.59,65.55297803753804
BMW,325,311.8,193.17,61.95317511225144
FORD,FOCUS,277.81,129.21,46.51020481624132
FORD,FOCUS,301.14,225.41,74.85222819950855
FORD,TAURUS,265.22,122.01,46.00331800015082
AUDI,A6,470.18,332.8,70.78140286698711
FORD,EXPLORER,229.28,120.34,52.48604326587578
AUDI,A6,301.79,193.27,64.04122071639219
AUDI,A8,299.65,214.37,71.54013015184383
AUDI,A8,209.09,118.97,56.89894303888278
BMW,325,410.81,218.7,53.2362892821499
AUDI,A6,371.32,212.08,57.11515673812345
BMW,325,297.94,145.62,48.875612539437476
BMW,325,252.75,93.8,37.11177052423343
FORD,EXPLORER,342.65,160.31,46.7853494819787
FORD,FOCUS,204.38,93.38,45.68940209413837
FORD,EXPLORER,277.11,167.03,60.27570278950597
FORD,FOCUS,374.15,186.56,49.86235467058667
FORD,FOCUS,322.52,224.71,69.67319856132954
FORD,FOCUS,180.93,94.98,52.495440225501575
FORD,FOCUS,391.42,241.99,61.82361657554545
FORD,MUSTANG,361.32,236.83,65.5457765969224
FORD,FOCUS,361.15,164.67,45.59601273708985
FORD,MUSTANG,333.7,185.3,55.52891818999102
FORD,WINDSTAR,314.84,237.94,75.5748951848558
FORD,TAURUS,289.63,135.83,46.897766115388606
AUDI,A4,301.02,215.0,71.42382565942462
AUDI,A4,338.66,172.03,50.79725978857851
AUDI,A8,551.9,318.05,57.62819351331764
FORD,EXPLORER,335.08,153.24,45.73236242091441
BMW,325,241.69,162.94,67.41693905416028
AUDI,A6,312.24,117.86,37.74660517550602
AUDI,A4,233.87,96.62,41.31355026296661
FORD,WINDSTAR,318.97,146.19,45.831896416590894
FORD,MUSTANG,309.93,147.83,47.69786726034911
FORD,EXPLORER,201.08,120.05,59.70260592798885
AUDI,A6,372.48,86.14,23.12607388316151
FORD,FOCUS,300.44,175.15,58.29782984955399
FORD,FOCUS,381.36,235.79,61.828718271449546
FORD,WINDSTAR,267.93,94.29,35.192027768446984
FORD,TAURUS,278.9,201.67,72.30907135173898
FORD,FOCUS,284.32,105.95,37.26435002813731
AUDI,A6,347.71,162.79,46.81775042420408
FORD,EXPLORER,517.1,300.4,58.09321214465286
FORD,FOCUS,306.43,182.19,59.45566687334791
BMW,325,318.78,227.38,71.32818871949307
FORD,TAURUS,402.4,242.03,60.14662027833002
FORD,FOCUS,292.96,135.68,46.31348989623157
FORD,FOCUS,216.86,106.59,49.15152633035137
FORD,ESCAPE,253.12,93.02,36.74936788874842
FORD,MUSTANG,296.03,128.77,43.498969699016996
BMW,325,248.85,167.26,67.21318063090214
AUDI,A6,324.19,145.29,44.81631142231407
FORD,MUSTANG,284.24,146.64,51.5902054601745
FORD,MUSTANG,391.82,203.68,51.983053442907455
AUDI,A4,313.57,125.49,40.019772299646014
FORD,TAURUS,188.11,100.18,53.25607357397267
BMW,325,361.14,179.71,49.761865204629785
FORD,ESCAPE,401.04,238.87,59.56263714342709
FORD,ESCAPE,568.91,282.58,49.670422386669244
FORD,ESCAPE,423.75,95.92,22.63598820058997
FORD,MUSTANG,290.93,173.01,59.4679132437356
FORD,MUSTANG,437.89,244.3,55.79026696202243
FORD,EXPLORER,244.51,151.61,62.00564394094312
FORD,EXPLORER,322.86,157.69,48.84160317165335
FORD,MUSTANG,282.28,178.85,63.359076094657794
AUDI,A8,226.64,138.27,61.00864807624428
BMW,325,273.65,124.08,45.34259090078568
AUDI,A4,402.91,242.48,60.18217467920876
AUDI,A4,385.71,192.19,49.82759067693345
FORD,MUSTANG,216.24,114.56,52.978172401035884
FORD,MUSTANG,280.79,191.37,68.15413654332419
FORD,WINDSTAR,344.99,203.4,58.95823067335285
BMW,325,253.41,158.98,62.736277179274694
BMW,325,348.25,191.76,55.06389088298636
AUDI,A6,387.41,206.29,53.248496424976125
FORD,ESCAPE,216.86,136.34,62.87005441298533
FORD,MOTOR HOME,490.07,149.12,30.42830616034444
FORD,EXPLORER,294.55,122.24,41.50059412663384
FORD,FOCUS,304.88,153.14,50.2295985305694
AUDI,A8,409.83,167.66,40.90964546275285
FORD,EXPLORER,424.81,237.81,55.98032061392152
FORD,FOCUS,417.72,89.88,21.51680551565642
FORD,FOCUS,509.98,212.19,41.60751402015765
BMW,325,323.12,243.24,75.27853429066602
FORD,EXPLORER,260.5,180.52,69.29750479846449
FORD,EXPLORER,300.12,163.2,54.378248700519784
AUDI,A4,199.25,112.46,56.441656210790455
AUDI,A8,380.85,187.67,49.27661809111198
FORD,MUSTANG,334.3,240.62,71.97726592880646
AUDI,A6,498.74,263.04,52.74090708585636
FORD,WINDSTAR,430.31,102.47,23.813064999651417
FORD,EXCURSION,526.44,81.09,15.403464782311374
FORD,MUSTANG,316.1,167.59,53.018032268269536
FORD,MUSTANG,179.53,86.97,48.443157132512674
FORD,FOCUS,432.04,239.71,55.48328858439034
AUDI,A8,270.37,85.86,31.756481858194324
BMW,325,354.4,155.93,43.99830699774267
FORD,FOCUS,234.79,130.32,55.50491928957791
FORD,FOCUS,252.59,143.42,56.779761669108034
FORD,FOCUS,255.89,161.5,63.11305639141819
FORD,F SERIES (LIGHT),314.47,119.41,37.97182561134607
AUDI,TT QUATTRO,433.39,124.96,28.833152587738525
FORD,F150,410.74,82.9,20.183084189511614
FORD,FOCUS,546.28,218.44,39.986819945815334
FORD,RANGER,484.39,156.55,32.3189991535746
FORD,MUSTANG,439.54,111.7,25.41293170132411
FORD,EXPLORER,311.99,223.02,71.48306035449853
FORD,FOCUS,388.92,199.34,51.254756762316156
FORD,EXPLORER,312.93,158.42,50.624740357268394
FORD,FOCUS,368.48,192.79,52.32034303082935
AUDI,A6,585.38,334.51,57.144077351464006
AUDI,A8,279.87,145.75,52.0777503841069
FORD,FOCUS,348.79,40.61,11.643109034089278
FORD,WINDSTAR,453.88,169.29,37.29840486472195
FORD,TAURUS,472.71,195.35,41.32554843350045
FORD,F350,408.07,127.32,31.200529320949837
FORD,EXPLORER,320.73,208.27,64.93623920431516
FORD,FOCUS,224.84,94.0,41.807507560932216
FORD,TAURUS,289.26,112.65,38.944202447624974
FORD,WINDSTAR,477.71,340.34,71.24406020388939
FORD,FOCUS,220.3,102.45,46.50476622787109
FORD,EXPLORER,211.71,130.75,61.75900996646355
FORD,FOCUS,322.47,210.98,65.42624120073184
FORD,ESCAPE,318.37,156.16,49.049847661525895
AUDI,A4,345.43,238.06,68.91700199751035
FORD,FOCUS,368.29,235.0,63.80841184935784
AUDI,A6,218.46,96.18,44.02636638286185
FORD,TAURUS,308.3,150.89,48.942588387933824
AUDI,A4,307.68,230.14,74.79849193967758
AUDI,A6,277.85,182.31,65.61454021954292
FORD,FOCUS,315.79,129.14,40.8942651762247
FORD,FOCUS,191.35,114.26,59.7125685915861
FORD,ESCAPE,265.05,176.3,66.51575174495379
AUDI,A4,295.41,114.59,38.79015605429741
FORD,ESCAPE,266.13,92.04,34.58460151053996
FORD,TAURUS,280.14,98.73,35.24309273934462
FORD,FOCUS,375.32,227.79,60.692209314718106
FORD,TAURUS,302.74,132.36,43.72068441567021
FORD,TAURUS,297.95,207.31,69.57878838731331
FORD,ESCAPE,444.58,288.35,64.8589680147555
FORD,FOCUS,354.73,165.13,46.55089786598258
FORD,FOCUS,220.71,104.07,47.152371890716324
FORD,WINDSTAR,342.0,157.88,46.16374269005848
FORD,EXPLORER,190.06,101.43,53.367357676523206
FORD,FOCUS,398.02,231.04,58.04733430480881
AUDI,A6,430.17,308.37,71.68561266476044
FORD,TAURUS,303.15,189.56,62.530100610258955
AUDI,A6,202.05,96.39,47.70601336302895
FORD,TAURUS,360.29,187.39,52.01088012434427
FORD,ESCAPE,308.93,192.75,62.39277506231184
FORD,EXPLORER,309.43,221.21,71.48951297547103
FORD,EXPLORER,304.69,216.53,71.06567330729594
FORD,TAURUS,399.17,213.96,53.601222536763785
FORD,FOCUS,211.67,140.02,66.15013936788398
FORD,TAURUS,230.9,148.15,64.16197488090081
FORD,FOCUS,304.1,205.45,67.5600131535679
FORD,TAURUS,317.73,189.31,59.5820350612155
FORD,TAURUS,374.76,180.85,48.25755149962643
AUDI,A4,388.08,222.99,57.45980210265925
FORD,MUSTANG,276.93,118.4,42.75448669338822
FORD,MUSTANG,291.68,105.88,36.30005485463521
BMW,325,162.63,83.58,51.392731968271534
AUDI,A6,389.9,195.94,50.253911259297254
AUDI,A8,203.5,96.83,47.58230958230958
AUDI,A8,389.79,236.09,60.56851124964724
FORD,ESCAPE,260.1,161.18,61.96847366397539
BMW,745I,557.88,230.04,41.234674123467414
FORD,MUSTANG,522.04,33.31,6.380737108267566
FORD,EXPLORER SPORT TRAC,868.18,412.02,47.45790043539358
AUDI,A8,352.2,178.26,50.61328790459966
FORD,FOCUS,243.31,168.9,69.4176153877769
FORD,MUSTANG,303.41,206.13,67.93777396921656
FORD,FOCUS,353.37,227.97,64.51311656337549
FORD,WINDSTAR,212.07,115.6,54.510303201773006
FORD,FOCUS,300.77,204.33,67.93563187817935
BMW,325,347.46,244.59,70.39371438438957
BMW,325,347.5,189.99,54.67338129496403
FORD,EXPLORER,212.16,123.92,58.40874811463047
AUDI,A8,347.02,170.63,49.1700766526425
AUDI,A8,299.87,120.57,40.20742321672724
FORD,WINDSTAR,315.43,240.01,76.08978220207335
FORD,EXPLORER,442.9,103.36,23.337096410024838
FORD,ESCAPE,959.53,378.77,39.47453440747032
BMW,525,581.17,87.45,15.04723230724229
FORD,ESCAPE,342.31,34.14,9.973415909555666
FORD,FOCUS,327.67,236.73,72.24646748252815
FORD,FOCUS,342.7,174.43,50.89874525824336
FORD,EXPLORER,318.94,179.11,56.15789803724839
FORD,FOCUS,287.75,185.1,64.32667245873154
FORD,ESCAPE,272.02,176.42,64.85552532901993
FORD,TAURUS,252.94,120.81,47.76231517355895
FORD,FOCUS,351.4,219.42,62.44166192373364
FORD,FOCUS,339.29,218.23,64.31960859441774
AUDI,A6,281.45,179.88,63.911884881861795
AUDI,A6,248.25,90.31,36.37865055387714
FORD,MUSTANG,355.27,244.95,68.94756100993611
FORD,EXPLORER,249.1,114.08,45.79686872741871
AUDI,A8,241.73,103.8,42.940470773176685
AUDI,A6,394.3,214.74,54.46107025107786
FORD,ESCAPE,327.76,232.48,70.92994874298267
FORD,TAURUS,337.46,211.14,62.56741539738043
FORD,TAURUS,398.72,241.01,60.44592696629213
AUDI,A4,182.87,110.1,60.2067042161098
FORD,F350,643.98,304.44,47.27476008571694
FORD,F150,1001.77,444.28,44.34950138255288
FORD,F150,288.44,82.55,28.61947025377895
FORD,FOCUS,180.73,89.56,49.554584186355335
FORD,TAURUS,451.82,320.51,70.93754149882696
FORD,FOCUS,256.38,177.46,69.21756767298541
FORD,TAURUS,316.1,128.21,40.55994938310661
AUDI,A8,302.43,211.69,69.99636279469628
FORD,WINDSTAR,352.41,189.13,53.66760307596265
AUDI,A4,468.52,273.51,58.37744386579015
FORD,FOCUS,329.43,221.69,67.2950247397019
FORD,EXPLORER,186.51,88.04,47.20390327596376
FORD,MUSTANG,362.25,183.87,50.75776397515528
FORD,TAURUS,268.92,127.63,47.46021121523129
AUDI,A8,229.04,115.02,50.218302479916176
AUDI,A4,288.89,179.29,62.061684378137
AUDI,A4,346.53,220.28,63.56736790465472
FORD,FOCUS,299.09,140.88,47.1028787321542
FORD,MUSTANG,288.51,176.0,61.0030848150844
FORD,FOCUS,622.08,294.24,47.29938271604938
FORD,TAURUS,325.26,220.97,67.93642009469347
FORD,WINDSTAR,321.02,225.45,70.22926920441094
FORD,TAURUS,340.83,146.79,43.068391866913124
FORD,FOCUS,247.87,138.1,55.714689151571385
FORD,EXPLORER,321.89,192.9,59.92730435863184
FORD,FOCUS,395.98,243.19,61.41471791504621
BMW,325,275.18,139.05,50.53056181408533
FORD,TAURUS,236.14,161.58,68.42551029050564
FORD,FOCUS,357.13,165.11,46.23246436871728
FORD,WINDSTAR,393.79,96.0,24.378475837375248
FORD,E150,410.14,103.65,25.271858389818114
FORD,EXPEDITION,412.77,126.44,30.632071129200284
FORD,WINDSTAR,382.24,48.21,12.612494767685224
FORD,FOCUS,319.61,238.3,74.55961953630987
FORD,EXPLORER,329.17,174.03,52.86933803201993
AUDI,A4,313.78,147.23,46.921409905029
FORD,FOCUS,395.85,240.82,60.83617531893394
FORD,FOCUS,297.94,189.32,63.54299523393971
FORD,FOCUS,324.11,239.31,73.8360433186264
BMW,325,243.09,139.09,57.2174914640668
FORD,FOCUS,258.56,89.79,34.726949257425744
BMW,325,277.68,168.56,60.70296744454048
FORD,EXPLORER,259.8,179.4,69.05311778290994
FORD,TAURUS,335.0,192.32,57.4089552238806
AUDI,A4,415.18,207.25,49.918107808661304
FORD,FOCUS,563.87,222.93,39.53570858531222
FORD,F150,390.91,63.07,16.134148525235986
FORD,F150,455.11,112.57,24.73467952802619
FORD,FOCUS,347.26,163.15,46.982088348787656
AUDI,A8,471.21,251.88,53.453874068886485
AUDI,A6,416.69,238.54,57.24639420192469
AUDI,A8,408.47,227.39,55.66871496070702
AUDI,A4,353.93,209.25,59.121860254852656
FORD,FOCUS,385.54,238.97,61.983192405457274
FORD,FOCUS,197.07,95.12,48.2671132085046
FORD,WINDSTAR,351.52,177.09,50.37835685025035
FORD,FOCUS,270.66,124.01,45.81763097613242
FORD,FOCUS,249.55,138.98,55.69224604287717
FORD,F250 SUPER DUTY,444.03,157.7,35.51561831407788
FORD,MUSTANG,1331.31,936.33,70.33147801789215
FORD,EXPLORER,433.17,105.33,24.316088371770896
FORD,ESCAPE,336.33,140.22,41.69119614664169
AUDI,A8,292.51,139.88,47.82058733034768
FORD,EXPLORER,274.2,171.21,62.439824945295406
FORD,FOCUS,331.15,148.47,44.83466706930395
FORD,MUSTANG,292.64,213.41,72.9257791142701
FORD,EXPLORER,372.59,199.87,53.64341501382217
FORD,FOCUS,225.03,135.22,60.08976580900325
FORD,TAURUS,324.28,168.61,51.99518934254349
FORD,FOCUS,216.0,107.8,49.907407407407405
FORD,MUSTANG,402.73,227.73,56.546569662056456
FORD,EXPLORER,246.4,88.31,35.8400974025974
FORD,FOCUS,368.56,231.16,62.7197742565661
FORD,F150,760.6,246.98,32.47173284249277
FORD,EXPEDITION,424.72,97.28,22.9045017894142
FORD,EXPLORER,459.96,173.63,37.74893468997304
FORD,EXPLORER,747.52,343.1,45.89843750000001
FORD,ECONOLINE,247.53,52.47,21.19743061447097
FORD,EXPLORER,430.46,102.63,23.8419365330112
FORD,EXPLORER,400.16,229.24,57.287085165933625
FORD,TAURUS,339.53,185.28,54.56955202780315
FORD,WINDSTAR,398.44,231.9,58.201987752233705
FORD,FOCUS,374.8,201.87,53.86072572038421
FORD,FOCUS,388.28,231.88,59.719789842381786
AUDI,A6,325.91,220.19,67.56159675984166
FORD,FOCUS,278.94,90.5,32.444253244425326
FORD,FOCUS,321.21,159.81,49.75249836555525
FORD,EXPLORER,368.06,143.45,38.974623702657176
FORD,EXPLORER,365.88,235.89,64.47195801902262
AUDI,A6,325.09,221.19,68.03961979759453
FORD,FOCUS,204.49,90.88,44.442271015697585
FORD,FOCUS,295.36,180.15,60.99336403033586
FORD,FOCUS,224.31,113.24,50.48370558601935
FORD,FOCUS,432.98,241.75,55.83398771305834
FORD,FOCUS,365.98,218.49,59.69998360566151
FORD,TAURUS,258.31,88.09,34.10243505865046
AUDI,A4,318.75,161.77,50.751372549019614
AUDI,A4,365.36,226.45,61.97996496606086
FORD,ESCAPE,368.28,229.54,62.32757684370588
FORD,FOCUS,330.65,137.35,41.53939210645698
FORD,FOCUS,215.62,120.9,56.07086541137186
AUDI,A6,294.21,213.55,72.58420855851263
FORD,FOCUS,236.36,83.06,35.14130986630563
FORD,TAURUS,355.97,164.73,46.276371604348675
AUDI,A4,416.11,188.66,45.338972867751316
AUDI,A4,290.6,142.6,49.07088781830694
FORD,EXPLORER,347.69,197.51,56.80635048462711
FORD,ESCAPE,487.05,159.21,32.68863566368956
FORD,FOCUS,424.35,117.86,27.7742429598209
FORD,ESCAPE,648.14,202.79,31.28799333477335
FORD,RANGER,483.12,20.87,4.319837721477065
FORD,EXPLORER,382.62,96.28,25.163347446552713
FORD,EXPLORER,308.66,113.61,36.80749044255815
BMW,325,418.14,302.38,72.31549241880711
AUDI,A6,400.25,207.35,51.805121798875696
FORD,FOCUS,315.05,197.6,62.72020314235836
FORD,FOCUS,263.33,190.77,72.44522082558008
FORD,TAURUS,331.15,225.81,68.18964215612262
FORD,FOCUS,336.65,155.02,46.04782414971039
FORD,FOCUS,251.59,89.14,35.43066099606503
AUDI,A4,345.01,240.97,69.8443523376134
FORD,EXPLORER,428.18,242.84,56.71446587883601
BMW,325,279.02,163.85,58.72338900437245
FORD,MUSTANG,233.22,97.89,41.97324414715719
FORD,FOCUS,229.25,94.32,41.14285714285714
FORD,FOCUS,244.13,92.56,37.914226027116705
FORD,MUSTANG,276.93,184.29,66.54750297909219
FORD,FOCUS,233.24,92.49,39.65443320185217
FORD,FOCUS,387.86,202.82,52.29206414685711
FORD,TAURUS,301.71,182.94,60.63438401113652
FORD,EXPLORER,271.1,128.31,47.329398745850234
FORD,EXPLORER,330.91,221.15,66.83086035477925
FORD,FOCUS,205.67,124.11,60.34424077405552
BMW,325,371.09,273.75,73.7691665094721
FORD,FOCUS,417.02,240.18,57.594359982734645
FORD,FOCUS,289.02,197.09,68.19251262888382
FORD,MUSTANG,383.72,165.48,43.12519545501928
FORD,FOCUS,352.1,231.83,65.84209031525134
FORD,FOCUS,268.04,83.02,30.97298910610356
FORD,EXPLORER,275.84,177.16,64.22563805104409
FORD,TAURUS,352.07,234.42,66.58334990200812
FORD,EXPLORER,307.88,162.71,52.84851240743147
FORD,RANGER,535.35,90.0,16.81143177360605
FORD,ESCORT,338.83,30.66,9.04878552666529
FORD,F150,498.65,10.63,2.1317557404993486
FORD,MUSTANG,289.55,94.5,32.63685028492488
FORD,ZX2 (ESCORT),384.76,108.97,28.321551096787605
FORD,TAURUS,281.44,211.24,75.05685048322911
FORD,FOCUS,271.73,86.88,31.97291428992014
FORD,EXPLORER,214.06,89.22,41.679902830981966
FORD,TAURUS,330.01,204.34,61.91933577770371
FORD,TAURUS,349.74,244.01,69.76897123577514
FORD,MUSTANG,337.28,194.27,57.5990275142315
FORD,EXPLORER,272.12,108.14,39.73982066735264
FORD,TAURUS,322.36,239.47,74.28651197419033
FORD,MUSTANG,247.3,170.44,68.92033966841892
FORD,FOCUS,225.52,152.83,67.76782547002483
FORD,F250,474.36,131.46,27.713129268909693
AUDI,A6,191.17,112.29,58.73829575770257
FORD,FOCUS,238.31,148.74,62.41450211908859
FORD,EXPLORER,350.67,228.32,65.10964724669918
FORD,FOCUS,309.79,120.15,38.78433777720391
FORD,FOCUS,254.96,143.44,56.259805459679946
AUDI,A6,239.65,97.04,40.49238472772794
FORD,TAURUS,493.39,280.26,56.80293479802996
FORD,MUSTANG,277.16,128.68,46.428055996536294
